Date,Open,High,Low,Close,Volume
1999-08-31,1709.55,1723.42,1637.58,1701.43,34180367
1999-09-30,1701.87,1708.06,1425.94,1425.94,40607116
1999-10-31,1438.21,1501.13,1417.45,1501.13,38417030
1999-11-30,1498.42,1605.54,1438.35,1566.89,50829068
1999-12-31,1607.74,1837,1592.2,1808.36,74919442
2000-01-31,1898.17,2044.57,1769.44,1939.8,87567746
2000-02-29,1972.1,2282.35,1970.42,2153.68,89959826
2000-03-31,2191.26,2286.84,2125.59,2125.59,73921430
2000-04-30,2178.38,2178.38,1900.37,1963.11,35610392
2000-05-31,1961.59,2020.7,1835.67,1957.05,35111918
2000-06-30,1958.13,2005.34,1935.54,1964.27,35138363
2000-07-31,1953.66,2004.77,1899.1,1899.1,40094519
2000-08-31,1896.14,1907.22,1790.14,1842.03,30746785
2000-09-30,1861.42,1878.21,1677.63,1688.26,28751682
2000-10-31,1673.33,1673.33,1492.93,1559.75,32080178
2000-11-30,1598.68,1715.72,1589.88,1629.22,51409161
2000-12-31,1636.54,1825.28,1598.73,1784.76,56592813
2001-01-31,1756.79,1795.91,1673.46,1760.29,55498026
2001-02-28,1754.49,1773.09,1517.36,1547.15,40722378
2001-03-31,1521.88,1552.22,1384.88,1469.89,48789270
2001-04-30,1461.69,1579.16,1403.1,1526.89,41574194
2001-05-31,1530.11,1576.35,1458.38,1563.03,37844173
2001-06-30,1560.33,1562.8,1384.73,1394.54,36790877
2001-07-31,1391.57,1395.55,1274.55,1312.67,41160889
2001-08-31,1312.05,1326.92,1189.39,1280.21,33379334
2001-09-30,1272.28,1321.9,1146.48,1189.06,37073193
2001-10-31,1184.21,1418.78,1152.32,1373.62,73933909
2001-11-30,1380.4,1472.57,1339.49,1403.61,61114374
2001-12-31,1392.05,1446.54,1333.5,1392.22,56348432
2002-01-31,1387.6,1642.34,1384.23,1606.28,78258826
2002-02-28,1612.77,1625.73,1495.53,1527.86,53503403
2002-03-31,1518.29,1563.5,1477.46,1502.64,45864612
2002-04-30,1499.79,1534.96,1465.7,1512.21,53473219
2002-05-31,1503.8,1584.56,1479.77,1564.3,50934482
2002-06-30,1558.84,1582.73,1410.29,1419.29,39544602
2002-07-31,1407.72,1427.21,1243.68,1290.76,52420106
2002-08-31,1299.6,1382.73,1262.69,1343.38,54403057
2002-09-30,1342.76,1346.53,1263.51,1279.73,53641338
2002-10-31,1276.6,1417.76,1264.68,1409.32,49863937
2002-11-30,1424.86,1493.13,1368.08,1466.29,46552414
2002-12-31,1467.26,1506.98,1403.43,1436.66,42279518
2003-01-31,1434.36,1516.8,1362.37,1384.47,52188642
2003-02-28,1392.78,1414.31,1357.21,1377.55,53855588
2003-03-31,1374.23,1412.85,1342.09,1375.94,56003401
2003-04-30,1380.36,1452.32,1375.54,1425.97,52250225
2003-05-31,1424.18,1530.44,1422.81,1530.44,69655221
2003-06-30,1535.29,1598.99,1523.36,1598.75,67063125
2003-07-31,1588.5,1816.03,1575.08,1800.43,100737613
2003-08-31,1797.17,2149.88,1778.98,2133.63,145509542
2003-09-30,2163.91,2231.08,1933.05,1933.05,97814134
2003-10-31,1929.09,2215.81,1928.87,2066.37,88500991
2003-11-30,2079.82,2103.07,1869.35,1923.15,69818502
2003-12-31,1935.43,2098.56,1935.43,2082.01,64057769
2004-01-31,2084.97,2266.9,2084.89,2194.72,113736923
2004-02-29,2202.22,2362.27,2193.38,2331.79,107044286
2004-03-31,2364.02,2427.13,2292.42,2387.01,162290087
2004-04-30,2384.68,2528.96,2378.48,2430.44,108644092
2004-05-31,2437.73,2463.38,2239.23,2360.77,92724518
2004-06-30,2343.47,2401.06,2291.44,2394.93,76922268
2004-07-31,2391,2403.73,2305.09,2363.23,62376382
2004-08-31,2355.71,2429.79,2318.76,2423.92,56334557
2004-09-30,2424.17,2550,2410.63,2526.78,76671256
2004-10-31,2518.3,2586.69,2458.61,2541.93,76909912
2004-11-30,2564.36,2590.08,2463.6,2542.47,105304928
2004-12-31,2540.35,2669.17,2530.65,2663.62,128185704
2005-01-31,2666.99,2690.35,2496.6,2599.3,98691548
2005-02-28,2598.8,2868.15,2597.89,2829.45,129085296
2005-03-31,2814.51,2833.7,2640.11,2726.81,113760468
2005-04-30,2735.68,2763.68,2567.71,2581.36,75195323
2005-05-31,2589.42,2683.23,2546.65,2674.44,79849402
2005-06-30,2660.24,2855.05,2642.74,2833.21,102181595
2005-07-31,2830.87,3048.84,2815.94,3044.83,105449262
2005-08-31,3040.8,3163.14,3037.02,3136.43,103302625
2005-09-30,3147.96,3434.35,3147.96,3380.12,131366764
2005-10-31,3389.81,3436,3110.98,3202.44,133734749
2005-11-30,3248.28,3401.78,3232.45,3392.61,187799924
2005-12-31,3401.21,3608.22,3396.08,3560.08,182595854
2006-01-31,3575.39,3900.67,3575.39,3672.61,73540565
2006-02-28,3713.66,3768.79,3489.91,3489.91,83590682
2006-03-31,3543.74,3620.84,3347.85,3548.42,153407410
2006-04-30,3580.99,4027.31,3576.99,3905.15,129427383
2006-05-31,3900.9,3945.75,3222.26,3393.79,171583866
2006-06-30,3368.81,3500.36,2868.21,3289.38,139119526
2006-07-31,3301.89,3729.27,3293.58,3700.87,85887998
2006-08-31,3628.24,3628.24,3261.44,3278.18,116739870
2006-09-30,3314.59,3392.5,3013.03,3080.41,82627708
2006-10-31,3078.8,3259.43,3029.85,3040.87,118378575
2006-11-30,3035.81,3255.01,2983.34,3243.16,120128360
2006-12-31,3258.15,3349.4,3115.4,3149.1,115462228
2007-01-31,3185.99,3273.33,3027.27,3116.27,124277448
2007-02-28,3139.2,3200.06,2946.1,2946.1,92734056
2007-03-31,2982.32,3225.63,2821.01,3199.38,160493486
2007-04-30,3159.3,3361.56,3085.64,3103.14,94596818
2007-05-31,3138.1,3393.85,3138.1,3389.77,91060828
2007-06-30,3413.62,3879.45,3413.62,3761.01,95184084
2007-07-31,3731.94,4121.99,3729.94,3789.2,119417392
2007-08-31,3722.26,3928.97,3473.02,3828.8,94063696
2007-09-30,3850.21,3946.52,3680.28,3734.17,77810147
2007-10-31,3753.43,3993.4,3683.14,3916.46,90936043
2007-11-30,3894.11,3894.11,3462.43,3631.59,100111068
2007-12-31,3571.46,3821.21,3476.71,3548.43,100306506
2008-01-31,3587.09,3636.41,2838.86,2852.15,166248244
2008-02-29,2894.58,3014.99,2795.59,2807.8,154513184
2008-03-31,2712.3,2874.68,2598.92,2858.56,106943141
2008-04-30,2886.52,3054.54,2772.44,2850.98,104176838
2008-05-31,2862.89,2981.88,2759.74,2759.74,101342131
2008-06-30,2779.98,2804.84,2293.01,2320.08,102634378
2008-07-31,2274.6,2633.75,2225.56,2633.75,153462036
2008-08-31,2581.34,2613.58,2361.03,2366.69,110786396
2008-09-30,2369.62,2421.33,2135.26,2401.14,169382093
2008-10-31,2416.64,2416.64,1685.44,2017.55,208273286
2008-11-30,2038.82,2113.19,1739.69,1896.75,165681058
2008-12-31,1862.12,1948.99,1805.29,1889.46,112345169
2009-01-31,1958.71,2040.69,1690.45,1727.45,138780079
2009-02-28,1675.56,1729.01,1490.22,1607.27,161201998
2009-03-31,1622.54,1900.55,1614.46,1799.55,161414565
2009-04-30,1804.49,2095.52,1804.49,2008,147866480
2009-05-31,2077.43,2193.85,2001.43,2142.36,132719340
2009-06-30,2226.82,2419.79,2021.62,2065.02,146102289
2009-07-31,2085.36,2279.88,1931.55,2252.4,115007195
2009-08-31,2267.3,2348.63,2091.96,2231.72,128689973
2009-09-30,2181.02,2338.35,2079.8,2222.47,135320260
2009-10-31,2232.05,2387.4,2148.35,2255.58,204478075
2009-11-30,2214.34,2370.85,2173.68,2333.07,139006656
2009-12-31,2365.17,2471.01,2321.36,2435.46,115792408
2010-01-31,2501.68,2621.05,2434.74,2480.91,127755148
2010-02-28,2474.13,2527.23,2265.37,2345.69,130453480
2010-03-31,2349.76,2731.23,2344.14,2679.39,245185491
2010-04-30,2706.67,2734.03,2614.11,2721.98,114981521
2010-05-31,2681.68,2692.19,2467.42,2659.68,191234432
2010-06-30,2603.9,2683.51,2471.06,2482.82,180403996
2010-07-31,2477.58,2747.97,2477.58,2703.14,213692324
2010-08-31,2743.72,2845.06,2609.44,2686.02,152832444
2010-09-30,2673.45,2807.34,2673.45,2756.89,226986656
2010-10-31,2750.85,2871.26,2721.95,2866.44,197963992
2010-11-30,2893,3101.74,2875.06,2875.06,195564017
2010-12-31,2951.42,3218.47,2951.42,3079.41,176354393
2011-01-31,3129.56,3235.67,3021.3,3211.69,188439426
2011-02-28,3219.34,3284.22,3093.94,3204.82,384485034
2011-03-31,3187.2,3544.43,3163.05,3506.63,290751832
2011-04-30,3570.22,3776.58,3570.22,3683.51,293890499
2011-05-31,3658.69,3714.17,3497.37,3714.17,267801160
2011-06-30,3707.35,3707.35,3501.75,3554.7,214616164
2011-07-31,3604.96,3705.45,3248.43,3314.74,167939078
2011-08-31,3338.02,3345.23,2547.02,2893.53,331613610
2011-09-30,2832.58,2862.41,2483.06,2675.31,322697582
2011-10-31,2608.12,2874.08,2489.55,2812.98,259073807
2011-11-30,2751.96,2898.41,2628.59,2866.03,249427390
2011-12-31,2859.92,2864.04,2529.72,2567.58,244168879
2012-01-31,2583.84,2732.84,2502.11,2686.62,321766749
2012-02-29,2707.48,2780.68,2578.08,2600.66,267121938
2012-03-31,2587.03,2820.45,2570.49,2746.96,295422415
2012-04-30,2756.95,2829.64,2693.26,2732.55,212731047
2012-05-31,2739.61,2739.61,2467.21,2467.21,211442556
2012-06-30,2439.76,2753.62,2375.25,2744.11,201507480
2012-07-31,2768.78,2827.09,2574.52,2653.93,243629276
2012-08-31,2687.05,2882.55,2679.74,2787.07,160494159
2012-09-30,2815.83,3108.59,2812.06,3094.24,184428361
2012-10-31,3091.67,3131.84,2898.17,3033.52,358078962
2012-11-30,2988.14,3284.21,2943.57,3224.33,320984506
2012-12-31,3226.95,3723.7,3217.4,3571.11,195812878
2013-01-31,3684.35,3784.57,3534.25,3607.52,212451807
2013-02-28,3647.34,3927.73,3535.96,3849.49,152236221
2013-03-31,3865.21,4055.68,3665.91,3693.72,171434153
2013-04-30,3669.42,3725.6,3443.65,3527.9,178546304
2013-05-31,3536.91,4029.66,3487.44,3911.72,151367813
2013-06-30,3859.65,4011.58,3314.95,3524.1,204647760
2013-07-31,3550.51,3742.96,3472.83,3535.64,183532511
2013-08-31,3589.61,3754.67,3535.46,3627.05,263395037
2013-09-30,3643.7,3643.7,3267.78,3571.03,305401799
2013-10-31,3558.99,3622.99,3448.42,3453.93,228677043
2013-11-30,3471.81,3672.75,3427.84,3666.08,167617166
2013-12-31,3680.71,3680.71,3206.85,3215.11,146178830
2014-01-31,3266.06,3340.59,2977.62,3002.88,429134023
2014-02-28,3037.54,3364.82,3014.98,3345.31,290684860
2014-03-31,3168.63,3168.63,2951.12,3155.27,353492736
2014-04-30,3160.54,3337.3,3098.54,3301.94,137729735
2014-05-31,3279.38,3326.98,3147.7,3147.7,96916915
2014-06-30,3174.98,3353.98,3173.92,3280.15,90843830
2014-07-31,3243.18,3379.44,3004.19,3004.19,92990446
2014-08-31,2953.64,3207.6,2953.64,3098.24,105271296
2014-09-30,3130.73,3340.46,3130.73,3209.07,102653036
2014-10-31,3200.57,3232.55,3142.16,3210.25,96435694
2014-11-30,3216.65,3402.22,3207.61,3340.98,88089153
2014-12-31,3315.26,3496.28,3213.78,3381.16,110593249
2015-01-31,3363.7,3603.16,3289.3,3603.16,101935996
2015-02-28,3597.6,3772.78,3508.37,3761.11,101912217
2015-03-31,3751.24,4068.96,3640.76,4068.96,157473562
2015-04-30,4084.44,4798.23,4078.03,4733.3,173885857
2015-05-31,4798.44,4971.5,4603.43,4784.63,134685453
2015-06-30,4832.47,5090.4,4719.5,5036.24,148845957
2015-07-31,5018.21,5314.85,4879.21,5134.01,142266016
2015-08-31,5163.04,5636.17,5007.47,5120.92,152961192
2015-09-30,5017.26,5052.67,4644.14,4703.67,137719296
2015-10-31,4711.25,4884.68,4566.42,4647.09,131333585
2015-11-30,4656.93,4764.1,4494.61,4543.18,154452782
2015-12-31,4575.9,4596,4217.53,4468.32,143305272
2016-01-31,4347.11,4365.05,4136.87,4233.61,144657582
2016-02-29,4159.86,4346.8,3917.81,4256.67,124257105
2016-03-31,4261.21,4801.94,4166.71,4797.12,161774952
2016-04-30,4751.2,4757.96,4522.37,4550.55,117384512
2016-05-31,4581.52,4796.09,4363.24,4630.19,137721725
2016-06-30,4643.84,4807.1,4460.52,4696.12,199601050
2016-07-31,4680.55,4705.49,4430.53,4492.53,131196192
2016-08-31,4467.7,4757.14,4440.57,4579.19,115870284
2016-09-30,4544.97,4643.56,4361.49,4500.15,123044648
2016-10-31,4505.89,5160.18,4488.29,5120.37,95273240
2016-11-30,5108.94,5180.37,4726.5,5084.31,121884135
2016-12-31,5111.92,5744.35,5075.23,5668.84,159722098
2017-01-31,5646.52,5880.45,5428.86,5436.53,123122238
2017-02-28,5487.91,6423.34,5447.1,6316.14,146217274
2017-03-31,6363.07,7027.25,6352.08,6561.69,161007275
2017-04-30,6669.52,7782.19,6669.52,7496.41,94762187
2017-05-31,7477.69,7714.92,6847.68,6931.67,122333255
2017-06-30,6996.86,7655.99,6816.57,7128.31,92244784
2017-07-31,7162.81,7511.87,7017.51,7126.08,75232356
2017-08-31,7140.7,7967.68,7044.5,7805.32,90202942
2017-09-30,7799.86,8278.66,7756.67,7996.11,84250838
2017-10-31,8038.36,8690.29,7918.92,8364.71,89261428
2017-11-30,8369.95,8485.85,7277.9,7281.19,92949230
2017-12-31,7348.24,7492.03,6770.09,7140.43,92415201
2018-01-31,7170.63,7683.26,7030.56,7341.31,121316885
2018-02-28,7365.46,7389.1,6406.01,6636.31,99290012
2018-03-31,6670.01,6714.73,5895.1,5946.63,120182945
2018-04-30,5971.2,6544.98,5954.11,6367.5,99285018
2018-05-31,6339.16,6398.85,5817.64,5863,86377514
2018-06-30,5888.43,6470.01,5788.2,6011.42,101087731
2018-07-31,5959.92,6712.5,5869.45,6589.34,88315687
2018-08-31,6606.47,7169.1,6474.4,6991.8,98234902
2018-09-30,7002.13,7502.33,6935.92,7362.82,137983049
2018-10-31,7404.95,7510.53,6412.45,6848.53,120740334
2018-11-30,6946.6,7974.04,6896.01,7892.22,96019699
2018-12-31,8031.81,8219.86,7599.33,7998.16,136250582
2019-01-31,7944.84,8539.44,7716.02,8129.74,127618155
2019-02-28,8137.88,8213.75,7765.81,7845.04,109864684
2019-03-31,7873.13,7895.34,7304.77,7312.79,123885241
2019-04-30,7359.81,7709.45,7210.41,7210.75,107809889
2019-05-31,7233.1,7253.67,6449.32,7167.07,131141446
2019-06-30,7126.24,7181.67,6599.54,6745.59,126924137
2019-07-31,6855.58,7533.14,6638.84,7384.22,172411694
2019-08-31,7351.2,7554.39,6527.26,6816.54,164587049
2019-09-30,6852.44,7393.87,6586.4,7260.24,146021694
2019-10-31,7273.09,7759.49,7103.54,7621.61,109289935
2019-11-30,7704.96,7991.13,6951.98,7010.64,115528732
2019-12-31,7060.43,7060.43,6056.72,6489.03,158605504
2020-01-31,6518.38,6655.01,5649.52,5710.73,153263714
2020-02-29,5704.41,5844.08,4250.66,4544.12,136996369
2020-03-31,4714.78,4803.05,3234.82,4347.45,312500250
2020-04-30,4252.42,5184.74,4214.16,4890.53,217692180
2020-05-31,4827.2,5333.75,4600.52,5190.57,166402794
2020-06-30,5258.26,5645.58,5032.48,5087.79,195429228
2020-07-31,5198.83,5376.5,4664.49,4697.1,183269718
2020-08-31,4708.24,4981.47,4454.69,4454.85,115581608
2020-09-30,4484.74,4509.87,3983.51,4134.41,152311243
2020-10-31,4174.57,4260.47,3360.84,3423.51,128938438
2020-11-30,3442.4,4684.07,3416.54,4531.46,192388860
2020-12-31,4637.38,5279.16,4554.64,4954.47,181432359
2021-01-31,5021.92,5449.13,4854.28,4874.09,257775243
2021-02-28,4905.58,5345.57,4898.57,5047.33,428839553
2021-03-31,5118.84,5845.35,5074.49,5407.72,248144609
2021-04-30,5421.05,5939.77,5420.35,5757.8,202525675
2021-05-31,5781.3,6600.67,5748.38,6545.68,167120745
2021-06-30,6542.32,6684.08,6310.73,6357.84,130354142
2021-07-31,6384.79,6490.13,5928.7,6301.08,130716959
2021-08-31,6350.6,6510.43,6173.76,6456.36,92794959
2021-09-30,6468.71,6902.42,6231.43,6902.42,134928451
2021-10-31,6839.44,7477.11,6796.13,7028.98,181642461
2021-11-30,7061.01,7395.68,5827.17,6053.53,135741355
2021-12-31,6163.91,6514.95,6032.65,6494.21,135798155
2022-01-31,6502.64,7038.26,5936.48,5984.92,135569642
2022-02-28,6024.89,6247.66,5290.7,6032.19,122865023
2022-03-31,6115.17,7026.23,6115.17,6552.21,275751429
2022-04-30,6586.26,7289.2,6499.36,6684.3,113717045
2022-05-31,6664.64,6690.08,6334.57,6690.08,18278922
